Bank,review_text,review_score,english,target
MyVIB,this app doesn't have balance notification like other banks this is a very helpful function when using app internet is everywhere now so when receiving money or transferring the app should notify to users,3,1,0
MyVIB,one thing that's not good i could not transfer between accounts i needed to transfer from my aud account to my vnd account and had to go to the bank to do it so both vib accts but could not transfer from one to the other com tot,2,1,0
MyVIB,all my saved bills for auto payment disappeared i tried to save the bill list again but also fail and no more bill payment reminder really disappointed,2,1,0
MyVIB,very bad no export transaction list into excel file no any box for typing promotion code when use vnpay qr customer service is terrible no helpful,1,1,0
MyVIB,"open webbase vib request otp from app install apps log in apps said ""already login somewhere else pls log out and try again then back to webbase webbase can not login because ur account was used so how",1,1,0
MyVIB,great functionality easy to use simple and friendly interface,5,1,1
MyVIB,"in order to use smart otp you have to give this app ""telephone"" permission i don't see the relationship between generating otp and telephone except this app want to spy on users",1,1,0
MyVIB,poor app and generally a poor bank not much customer focus and certainly not a bank with 'international' standards that it purports to have,1,1,0
MyVIB,terrible i haven't been able to log in it won't open the bank won't answer their calls either,1,1,0
MyVIB,this app was okay until the smartotp comes up and it freezes all the time not very smart as its name,1,1,0
MyVIB,i tried several times to register in the end i gave up because i can't get past the taking photo of my id stage of the registration,1,1,0
MyVIB,lately app doesn't respond whicn means a trip to atm except vib remove many of their machines forcing use of other banks who wont always accept vib debit cards time for a new bank,2,1,0
MyVIB,best banking app in the industry small details like how other banks are shown save a lot of time in transactions,5,1,1
MyVIB,when i'm capturing my id it doesn't have a button to take the photo explain this stupidity,1,1,0
MyVIB,very bad i try to download and it doesn't works the app is not friendly used,1,1,0
MyVIB,login unsussecfully user is online this is the result of the upgrade on th dec,1,1,0
MyVIB,easy to use friendly interface,5,1,1
MyVIB,stupid ba team cannot type in chosin dob when customer wants to create installement must press the arrow button until they reach their year of birth,1,1,0
MyVIB,does this app work in india,5,1,1
MyVIB,user friendly convienient and secure,5,1,1
MyVIB,app trash successful registerer but fail to login,1,1,0
MyVIB,i don't see any things about reward points on app how i can get it as announced,3,1,0
MyVIB,can the app allow for on user to be connected on different phones,3,1,0
MyVIB,very complicated and annoying interface can not hit the transfer button,1,1,0
MyVIB,easy convenient fast,5,1,1
MyVIB,simple appearance but secure,4,1,1
MyVIB,poor customer service if you have a problem with your account the call will be automatically redirect to credit card department,1,1,0
MyVIB,cannot check in my app after update,1,1,0
MyVIB,the best banking online app in vietnam after using this app using vpbank or techcombank ones makes me want to puke,5,1,1
MyVIB,forgot password had not sent any email after few hours,1,1,0
MyVIB,this app is terrible couldn't even log in,1,1,0
MyVIB,can't update,2,1,0
MyVIB,good and stable,5,1,1
MyVIB,always errors about otp code,3,1,0
MyVIB,this is greatest app for e banking that i have been ever used before,5,1,1
MyVIB,k cho copy input text,1,1,0
MyVIB,it is so simple to use,5,1,1
MyVIB,the most stupid app ever installed,1,1,0
MyVIB,friendly good app thumbs up,5,1,1
MyVIB,bad services it's take month to delivery the physical credit card,1,1,0
MyVIB,easy using as abc,5,1,1
MyVIB,down time always,1,1,0
MyVIB,very good app,5,1,1
MyVIB,alway fail without reason,1,1,0
MyVIB,app dead at,1,1,0
MyVIB,worst bank service,1,1,0
MyVIB,then you have,5,1,1
MyVIB,stupid pw changing process,1,1,0
MyVIB,good app,5,1,1
MyVIB,good app,5,1,1
MyVIB,good services,5,1,1
MyVIB,great,5,1,1
MyVIB,good app,5,1,1
MyVIB,cool,5,1,1
MyVIB,really good,5,1,1
MyVIB,great app,5,1,1
MyVIB,the best mobile banking app,5,1,1
MyVIB,great app works perfectly but they just change the online transfer fee to at least k per transaction kindly insane,5,1,1
MyVIB,all functions work seamlessly however app needs updating to be able to login by fingerprints,4,1,1
MyVIB,professional banking app simple and very convenient,5,1,1
MyVIB,"i can open account with this application before but now i cannot do that application says ""this functionality temporarily unavailable please try again later "" when you resume this service",3,1,0
MyVIB,very handy and convenient,5,1,1
MyVIB,it's great,5,1,1
MyVIB,myvib need have notification for bill need payment to avoid customer forget pay for bill,5,1,1
MyVIB,after update to newest version cannot login,1,1,0
MyVIB,love it tasks are nicely done,5,1,1
MyVIB,pretty darn good at what they do,4,1,1
MyVIB,proud to be one of the leaders of this project,5,1,1
MyVIB,great ui,5,1,1
MyVIB,could you add change log for every updated version,5,1,1
MyVIB,my new experience and this app totally worths it i love how comfortable and covenient it is already in love with myvib,5,1,1
MyVIB,its ok,5,1,1
MyVIB,good app in terms of ux and features proud to be part of the team from begining time,5,1,1
MyVIB,fully functional and very resposive,5,1,1
MyVIB,spectacular financial banking app so far,5,1,1
MyVIB,loved it,5,1,1
MyVIB,great app very convenient to use,5,1,1
MyVIB,good app easy and convenient,5,1,1
MyVIB,really good app,5,1,1
MyVIB,satisfied,5,1,1
MyVIB,love this bank as long as i use it from the staffs they're nice and good and now even more convenience,5,1,1
MyVIB,very very convenient,5,1,1
MyVIB,works really well much easier than going to the branch,5,1,1
MyVIB,thank for vib bank i would like this app it will support me so much in transacts,5,1,1
MyVIB,nice app thank,5,1,1
MyVIB,good service,5,1,1
MyVIB,great,5,1,1
MyVIB,lovely app,5,1,1
MyVIB,the app is really good for everything i want to do but the bank itself like most in vietnam is terrible open after most people start work go on lunch while all others are on lunch and close at before most people finish work time to change banks,4,1,1
MyVIB,absolutely useful and friendly app for all users,5,1,1
MyVIB,world class never failed even once great app,5,1,1
MyVIB,"can you remove ""device app history"" it's not safe",3,1,0
