Bank,review_text,review_score,english
ACB One,"Good looking GUI but query time take so long (I used 4G as well as 6MBs FTTH wireless connection) on every feature. Especially when getting OPT, the GUI stucked in password input interface quite long before jumping to OPT input interface. Last one, could not find where to lock/unlock cards feature.",3,1
ACB One,"Can not transfer money although minus account, status checking all the time since yesterday",1,1
ACB One,"New UI not comforable, should be switch back to old UI",1,1
ACB One,Can not see transaction's detail! I can not find sender's information,3,1
ACB One,I can't make transactions on this app. It would return me to the phone's homepage whenever I hit the buttons for transaction. Please fix the bug!!!,1,1
ACB One,"Automatically extend the saving account of customer till 2021 with really low interest without informing customer, create difficulties to cancel it and force customer to take action for their system false. Dont know how many customers have such terrible experience. Will change to another bank right after all accounts expire......",1,1
ACB One,The app keeps auto disable fingerprints authentication after a period of time. Force me to reenter the password. It's too annoying. There is no other bank app does this.,1,1
ACB One,you guys need to work on the transactions. after each one there must be a balance showing how much money you have left after spending or withdrawing that amount of money. This problem causes too much confusing.,3,1
ACB One,"Functions : okay Portable : good Force update to use services : very terrible Most updates are minor fixes, or optimizations. those most likely won't affect the application. Yet force users to update, pls limit force update when there is a major update which affect the application or system itself",3,1
ACB One,It requires me to change password too properly. I feel annoyed when I have to create and remmember new symbol strings many times in a year.,1,1
ACB One,Doesn't allow to use the app. It said I have to update new version but my version is the latest one now and I cant update anymore The app was lagged and maintenance happened all the time which made me wait for hours although I need to use the money immediately,1,1
ACB One,"App require update. After updated, the screen update still appear and don't allow to use. Now stuck at update notification screen",2,1
ACB One,"Today I wanted to do remittance via app, the app asked me to Update app to new version. I Clicked on the Update button, but nothing to update in Play Store. :((",3,1
ACB One,"Poor experiment, lacking functions.",1,1
ACB One,Refuses to run on my phone because it's rooted.. I have tons of other bank apps running without issues.,1,1
ACB One,Many functions don't work. Cannot pay cellphone. Cannot look up a bill balances. Not worth installing,1,1
ACB One,the app always give you notification of sms fee at midnight with a ringtone of laughing sound of toddler. The dev must have watched horror movie too much lol,4,1
ACB One,"There are many bug on this app. Please fix it ASAP. I already report to ACB last month but problem not fixed. What are you doing, ACB's developer????",1,1
ACB One,Need fix: Login session expires with fingerprint. This is a bug.,2,1
ACB One,"Hi ACB team, the app is requesting to update while on CH play, it's the latest version already. Please fix",4,1
ACB One,"Stupid app, it keep asking for updating but unable to do. Even I uninstall and reinstall, it still not work",2,1
ACB One,Something wrong with the updated version. I cannot make the transaction. Need to fix it!,2,1
ACB One,This update brings new look & easy usage. I have waited for this update too long.,4,1
ACB One,"Best app and bank service so far in vietnam, i could just deposit at the atm 24/7 and do everything i need on this app. Would recommend it to anyone.",5,1
ACB One,Such a poor app that crashes every time i log in. Very disappointed!,1,1
ACB One,Useless. Screen keeps loading and nothing gets done.,1,1
ACB One,Take like 10 mins to log in and then no data. Could not make any transaction? Happens many time,2,1
ACB One,"Too slow performance, especially when authorizing by touch sensor",2,1
ACB One,"Very useless app. Cannot pay for loan. 5 months from using this app, but no time can use.",1,1
ACB One,Hanging on login screen after press login. So annoying to use this app.,1,1
ACB One,"Even deleted app and installed again, still ask to update to log in. How can update without updating button?",1,1
ACB One,"It keep telling me to update the app, but i already did it. I cant login to check my account. Hope you guy will fix it soon",5,1
ACB One,"A few bugs & slow sometimes, but get the job done",3,1
Sacombank mBanking,Latest update asks me everytime I login to update/confirm my email and personal details. Not a world class app. You can only access if you are located in Vietnam or use a VPN! Very limited functionality and difficult to navigate to view your recent transactions.,2,1
Sacombank mBanking,It connects directly with bank but it does not give you a code/ or allow to confirm a payment.,1,1
Sacombank mBanking,"ANNOYING. I called customer service many times just to RESET PASSWORD. It took a lot of money and time just to call their hotline number to fix this problem. Agents just passed me from one to another. HORRIBLE. I called before and it took only 5 minutes. Then now, it's been an hour or so! They either hung up on me or put me on hold for too long!!!",1,1
Sacombank mBanking,"App is quite bad. Cannot remember acc number. Option cells require user to scroll up or down instead of keywords. Require to provide branch of beneficiary bank, but limited option of branches' name. So I cannot do transfer money to my friend.",3,1
Sacombank mBanking,"The app has continous problems , cannot log in via app. Only thru a laptop/pc. Have uninstalled and tried to reinstall but still doesnt work",1,1
Sacombank mBanking,"Can't log in, long delay in bank transfer, disappeared transaction even though deduction text received without any sign of adding up back. Terrible experience",1,1
Sacombank mBanking,"It's very hard to open the application! It requires too much internet traffic! Sorry, but i can't give more score in comparison to another bank's applications!...p.s. Look at msb for a reference!...",1,1
Sacombank mBanking,"Bad service, bad app. Cannot contact the hotline. Waste a lot of time.",1,1
Sacombank mBanking,Bad app. I have changed the pass word but cannot use the new pass word. The account has been locked many times,1,1
Sacombank mBanking,Hard to use. Every information in the transaction have to be interested manually without any method to check before processing.,1,1
Sacombank mBanking,Many errors and too difficulty to use,1,1
Sacombank mBanking,"Just cant even login into the banking app, what just happens?",1,1
